device_id,name,group,type,match_reason,from_ip,to_ip,from_port,to_port,from_user,to_user,from_telnet,to_telnet,payload_kind,will_change_structural
f70caaaa-7ca9-4c7d-908e-c3cf3bbe3218,RB 1036 - Firewall-CGNAT-BKP,Cyber Net,MikroTik RouterOS,ip+kind,170.80.112.2,170.80.112.2,15422,8291,ajust,ajust,False,False,router,True
648e144a-0177-4f4b-b74a-e355a427191f,CCR1036 - CGNAT,Maxima Net,MikroTik RouterOS,ip+kind,45.164.8.10,45.164.8.10,15422,5895,ajust,ajust,False,False,router,True
08d62b51-ffd0-4437-ab29-9329c1236bd9,CCR-1036-EVENTO-VIBE,FlashNet,MikroTik RouterOS,ip+kind,168.194.15.84,168.194.15.84,15422,5895,ajust,ajust,False,False,router,True
30c5843b-458a-4309-8909-4dcb7002bb3b,PIX FIBRA - SW HW 6720 - BARRA-DE-JANGADA,Pix Fibra,Switch Huawei,name_unique,172.16.0.101,172.16.0.101,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
1fb950a8-b6aa-43a2-98dd-da859f948bff,DINHONET - OLT HW,DinhoNet,OLT Huawei,name_unique,131.108.155.144,131.108.155.144,12323,12323,ajustconsulting,ajustconsulting,True,True,olt,False
34cb1157-e285-4932-a4b2-8930d21aee84,NEW CONNECT - SW HW - JABOATAO,New Connect,Switch Huawei,name_unique,1.2.1.29,1.2.1.29,22,22,ericcastro,ericcastro,False,False,switch,False
35bd7004-9337-46d4-9923-7be2c7b7fc05,SW-BKB-ALIANCA,PlanaltoNet,Switch Huawei,ip+kind,10.200.90.1,10.200.90.1,22,22,ajust,ajust,False,False,switch,False
d0a4cff2-44ef-435e-ae1c-df702d8ff3c6,CCR 1009 XAREU,G5 - Jaboatão,MikroTik RouterOS,ip+kind,192.141.105.88,192.141.105.88,4002,5895,ajust,ajust,False,False,router,True
91c46db6-bf9a-48ee-8dd4-5bc65a155911,CCR 1036 AUTENTICADOR GMAX,Gmax São Lourenço,MikroTik RouterOS,ip+kind,164.163.22.96,164.163.22.96,15422,8293,ajust,ajust,False,False,router,True
362832d7-ca69-4ae0-bb58-7ec70ba8d32c,INFOTEL - OLT ZTE - LUZIMANGUES - LZMG,Infotel,OLT ZTE,name_unique,10.120.0.50,10.120.0.50,23,23,ajust,ajust,True,True,olt,False
37314701-46d4-42c8-8435-f4cb1fa6061e,G5 CABO - SW DM4370 4GT+4GX+4XS - CABO CORE,G5 - Cabo,Switch Datacom,name_unique,172.220.0.4,172.220.0.4,22,22,ajust,ajust,False,False,switch,False
7c58527c-0fca-43e4-8555-81046e1ba55e,UMTELECOM - OLT HW - VASCO,Um Fibra,OLT Huawei,name_unique,10.40.39.21,10.40.39.21,22,22,sgp-radius,sgp-radius,False,False,olt,False
fbb168ce-13c4-47cb-8833-54c9307544cf,CCR1036 - CGNAT,New Connect,MikroTik RouterOS,ip+kind,128.201.76.12,128.201.76.12,2223,8291,ajust,ajust,False,False,router,True
375cf3a6-2467-43c6-825f-8e1da084da9f,OLT Huawei-Flashnet,Grupo FlashNet ( IBTelecom ),OLT Huawei,ip+kind,170.79.170.154,170.79.170.154,23088,23088,sgpacesso,sgpacesso,True,True,olt,False
2645e918-d7d8-4277-b7c3-6f8c02940f74,Autenticador Ponte Digital,Tech Soluções,MikroTik RouterOS,ip+kind,179.63.12.32,179.63.12.32,15422,8291,ajust,ajust,False,False,router,True
710ffb82-d514-44a8-a3f3-58656eef12f9,CONECT FIBRA - OLT HW 5800 X2 -CAETES 02,Conect Fibra,OLT Huawei,name_unique,45.5.88.78,45.5.88.78,22883,22883,ajustconsulting,ajustconsulting,False,False,olt,False
38b9fb37-26fa-4a78-9f7c-428fb11049e2,ULTRANET - OLT PARKS 3 - IGUAIBA,UltraNet,Olt Parks,name_unique,192.141.106.6,192.141.106.6,2203,2203,admin,admin,False,False,olt,False
3972cd3e-35ba-4b42-a994-e340a556d765,FLASHNET - SW ACESSO-ELETRICO EMP. IBTELECOM,FlashNet,Switch Huawei,name_unique,192.168.4.50,192.168.4.50,53276,53276,flashnet,flashnet,False,False,switch,False
ec27f11c-68a3-4c91-b963-5c381f46b007,Autenticador Jordao UP Connect,UP Connect Fibra,MikroTik RouterOS,ip+kind,179.48.12.10,179.48.12.10,22,8272,ajust,ajust,False,False,router,True
3e7a69d4-6261-4fd9-a77c-eee6e26b4a51,AUTENTICADOR OLINDA,Cavalcanti Net,MikroTik RouterOS,ip+kind,45.179.131.240,45.179.131.240,15422,56829,ajust,ajust,False,False,router,True
716b5d87-a38f-4a33-8c18-12a66dc862a1,FLASHNET - SW ACESSO-HULK,FlashNet,Switch Huawei,name_unique,192.168.4.58,192.168.4.58,53276,53276,flashnet,flashnet,False,False,switch,False
3eeb262f-fed4-4828-9b16-09be920b5d2c,Rb 4011 Paratibe,Real Net,MikroTik RouterOS,ip+kind,177.46.32.48,177.46.32.48,2222,8291,ajustconsulting,ajustconsulting,False,False,router,True
9178c0a0-60fa-46c2-aee0-72887af2129b,AUTENTICADOR FORTE NET,Forte Net,MikroTik RouterOS,ip+kind,168.194.15.78,168.194.15.78,15422,8291,ajust,ajust,False,False,router,True
52617ab2-370b-4e9c-8c44-f2b1be6ebd4b,PLANALTONET - OLT FIBERHOME 03,PlanaltoNet,OLT FiberHome,name_unique,10.12.1.3,10.12.1.3,23,23,GEPON,GEPON,True,True,olt,False
3a16ec07-d63b-4857-a127-23cecdad1854,INFOTEL - OLT DM - IPUEIRAS - IPUI,Infotel,OLT Datacom,name_unique,10.120.0.6,10.120.0.6,22088,22088,sgpconexaoolt,sgpconexaoolt,False,False,olt,False
52187f2d-72b6-4a73-941b-071c536be3d3,RB CGNAT G5 JABOATÃO,G5 - Jaboatão,MikroTik RouterOS,ip+kind,192.141.105.192,192.141.105.192,15422,8291,ajust,ajust,False,False,router,True
3b7af5e7-4fdf-4247-8bff-1fdbaf601d15,REALNET - OLT INTELBRAS,Real Net,OLT Intelbras,name_unique,45.234.9.16,45.234.9.16,50023,50023,admin,admin,True,True,olt,False
84174f74-8f03-4421-81fa-f1b7cf1b1565,ULTRANET - SW HW 5720 -  MAIOBAO,UltraNet,Switch Huawei,name_unique,192.141.106.6,192.141.106.6,2264,2264,ajust,ajust,False,False,switch,False
25af46ef-9603-4e82-93de-c1b74f77342d,CGNAT AGILITY,TC+ Fibra (Agility),MikroTik RouterOS,ip+kind,164.163.20.18,164.163.20.18,15422,5895,ajust,ajust,False,False,router,True
7358c52a-103b-4f65-b48c-e97d8e2f4f64,G5 JABOATAO - OLT VSOL - MURIBECA 2,G5 - Jaboatão,OLT VSOL,name_unique,10.15.200.2,10.15.200.2,5023,5023,ajust,ajust,True,True,olt,False
01d1dedb-1ce1-4940-84e8-1e8f64be2a7b,FLASHNET - SW CORE-NAVEGANET,FlashNet,Switch Huawei,name_unique,10.99.88.7,10.99.88.7,53276,53276,flashnet,flashnet,False,False,switch,False
025a6105-e995-4401-9999-8b5ff0f29aec,HUAWEI-WELLFIBRA 01,Well Fibra,OLT Huawei,ip+kind,190.89.145.21,190.89.145.21,23332,23332,root,root,True,True,olt,False
3ba81cdf-a9ad-48cc-ad59-1acd1f4efeee,MEGANET - SW HW 6720 - TABAJARA,Meganet,Switch Huawei,name_unique,10.99.10.1,10.99.10.1,22,22,admin,admin,False,False,switch,False
8b33eff0-b6fe-4c50-a841-b4faf7fea339,PGI TELECOM - ROUTER - HW NE8000 AUT/BORDA,PGI Telecom,Router Huawei,name_unique,177.125.8.254,177.125.8.254,52605,52605,ajustconsulting,ajustconsulting,False,False,router,False
3c899bce-fd73-44f6-9e26-0b8c1b966c09,FLASHNET - SW ACESSO-MRNET,FlashNet,Switch Huawei,name_unique,192.168.4.59,192.168.4.59,53276,53276,flashnet,flashnet,False,False,switch,False
893637d4-4157-453a-b8f9-e76cd42928c5,RB Gerência,MGN Fibra,MikroTik RouterOS,ip+kind,45.235.104.58,45.235.104.58,15422,5895,ajust,ajust,False,False,router,True
0f127cc6-c2fc-485a-9b32-ea35c8be1eca,CGNAT JABOATÃO,Voo Telecom,MikroTik RouterOS,ip+kind,187.62.77.16,187.62.77.16,22,8291,ajustconsulting,ajustconsulting,False,False,router,True
19a25c7a-4607-49ad-b809-3e80eb270e96,INFOTEL - OLT HW - SANTA ROSA - STD,Infotel,OLT Huawei,name_unique,172.16.121.16,172.16.121.16,3813,3813,smartolt,smartolt,False,False,olt,False
3edf8f1d-d7d5-4dc0-ba5d-17dd2a8b8b9f,PIX FIBRA - OLT HW - GODNET,Pix Fibra,OLT Huawei,name_unique,172.19.53.78,172.19.53.78,22,22,sgpsgp,sgpsgp,False,False,olt,False
4245cea0-cdb1-43d4-a0d5-ff0b682c7568,PIX FIBRA - OLT HW - DC,Pix Fibra,OLT Huawei,name_unique,172.31.255.18,172.31.255.18,22,22,ajust@emfibra,ajust@emfibra,False,False,olt,False
4de2b03d-344f-4f2f-9425-379d01877059,Rb 750 PDP-RTD-Esc PGI,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.14.21,177.125.14.21,2223,65443,ajust,ajust,False,False,router,True
43ce412d-d4e8-4c2c-953e-d227cdf0de7c,PIX FIBRA - SW HW 6720 - CORDEIRO,Pix Fibra,Switch Huawei,name_unique,172.16.0.6,172.16.0.6,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
470c6f24-92ce-40a4-9c7f-03cd3e206db1,G5 PRAZERES - OLT VSOL,G5 - Prazeres,OLT VSOL,name_unique,192.141.105.32,192.141.105.32,20007,20007,suporte,suporte,False,False,olt,False
478b7dea-656b-475e-9ee9-3c6f816fc746,PIX FIBRA - SW HW 6730 - BOA VIAGEM,Pix Fibra,Switch Huawei,name_unique,172.16.0.3,172.16.0.3,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
49f168ac-e034-44a7-8823-7ff7e8afe7a0,MGN FIBRA - OLT HW X17,MGN Fibra,OLT Huawei,name_unique,45.235.104.62,45.235.104.62,22,22,root,root,False,False,olt,False
755dcf2f-ee54-4826-9721-230643634e98,SOFIANET - SW HW - JAGUARANA,SofiaNet,Switch Huawei,name_unique,10.11.22.2,10.11.22.2,22,22,sofianet,sofianet,False,False,switch,False
070b64da-ca2c-47c1-bb68-06994b1b2bfd,ULTRANET - SW HW 5720 - IGUAIBA,UltraNet,Switch Huawei,name_unique,192.141.106.6,192.141.106.6,22208,22208,ultranet,ultranet,False,False,switch,False
4b95f8fc-175c-44d5-b8d7-c2ae6206d22d,FASTLINK - SW DM EDD 02 - CLIENTE PJ,QualyNet,Switch Datacom,name_unique,10.254.254.3,10.254.254.3,23,23,admin,admin,True,True,switch,False
8ed0c775-fd94-4117-9c99-464843f20758,CGNAT CHARNECA,G5 - Cabo,MikroTik RouterOS,ip+kind,45.187.19.6,45.187.19.6,222,8291,ajust,ajust,False,False,router,True
4ffcb7c1-cef2-49c8-b502-bca390b91755,MAXIMANET - OLT HW - CABO,Maxima Net,OLT Huawei,name_unique,45.164.8.10,45.164.8.10,2223,2223,sgpsgp,sgpsgp,False,False,olt,False
511387c2-5b4c-4fc8-94e2-6b78306f8baa,MOOD TELECOM - SW CISCO NEXUS - MANGABEIRA,Mood,Switch Cisco,name_unique,192.168.50.2,192.168.50.2,22,22,ajust,ajust,False,False,switch,False
76a40994-9321-4128-b0ae-dadd246d2f07,CAVALCANTINET - OLT HW MA5600 - OLINDA,Cavalcanti Net,OLT Huawei,name_unique,45.179.131.240,45.179.131.240,2222,2222,sgpsgp,sgpsgp,False,False,olt,False
db58aca0-8de9-4701-8194-be09303412dd,Gerencia Eco telecom,Eco Telecom,MikroTik RouterOS,ip+kind,45.71.170.6,45.71.170.6,15422,6744,ajust,ajust,False,False,router,True
52eeaf22-94e5-4e18-b3b3-fcab69de7b78,PIX FIBRA - SW HW 6720 - POP VARZEA,Pix Fibra,Switch Huawei,name_unique,172.16.0.4,172.16.0.4,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
52fc24a5-aa2e-4404-96e6-9d972b7c3b19,CYBERNET - OLT FIBERHOME - CENTRAL,Cyber Net,OLT FiberHome,name_unique,170.80.112.2,170.80.112.2,4704,4704,SGP,SGP,True,True,olt,False
5404deda-208c-4eff-9f4d-3ab065c90a92,UMTELECOM - OLT HW - CENTRO 2,Um Fibra,OLT Huawei,name_unique,10.40.39.11,10.40.39.11,22,22,sgp-radius,sgp-radius,False,False,olt,False
540714d3-42bc-4799-8a1f-a06bfe6416d5,PIX FIBRA - OLT HW - COMPULINE-ILHA,Pix Fibra,OLT Huawei,name_unique,172.31.255.16,172.31.255.16,22,22,ajust@emfibra,ajust@emfibra,False,False,olt,False
54e27996-65f5-4d16-ac9b-aa7dba22b76e,PLANALTONET - OLT HW 02,PlanaltoNet,OLT Huawei,name_unique,10.12.1.5,10.12.1.5,23,23,ajustc,ajustc,True,True,olt,False
76acbe1b-533d-48be-b0e3-45e63c97f8c9,FLASHNET - SW CORE-BR.DIGITAL-02,FlashNet,Switch Huawei,name_unique,10.99.88.43,10.99.88.43,53276,53276,flashnet,flashnet,False,False,switch,False
4bf2a860-dc98-4e18-93d7-7a10dfd15c0f,CCR1009,KM Telecom,MikroTik RouterOS,ip+kind,45.170.192.3,45.170.192.3,15422,5895,ajust,ajust,False,False,router,True
1d01a914-f3ce-4c70-9930-f9bedfebb8b8,UP CONNECT FIBRA - OLT HW - SAN MARTIN,UP Connect Fibra,OLT Huawei,name_unique,172.19.50.2,172.19.50.2,23,23,ajustcon,ajustcon,True,True,olt,False
bb27f8f5-c498-45cd-929b-b6d14a010f02,AUTENTICADOR XAREU,G5 - Will,MikroTik RouterOS,ip+kind,192.141.105.88,192.141.105.88,4002,5895,ajust,ajust,False,False,router,True
0a961b1c-a1f4-495f-b1a5-000d4e9d1d84,FLASHNET - SW CORE-MARANGUAPE-02,FlashNet,Switch Huawei,name_unique,10.99.88.22,10.99.88.22,53276,53276,flashnet,flashnet,False,False,switch,False
54effda6-f49f-44eb-a683-741513b9054b,FLASHNET - SW CORE-PRAZERES,FlashNet,Switch Huawei,name_unique,10.99.88.32,10.99.88.32,53276,53276,flashnet,flashnet,False,False,switch,False
55782f3f-630d-4ed4-91fd-a7c5084233be,MOOD TELECOM - OLT HW - PARATIBE,Mood,OLT Huawei,name_unique,187.17.137.188,187.17.137.188,23744,23744,speednet,speednet,True,True,olt,False
59e2cad3-4403-4c1f-9ddb-bc4cf6354ef6,LINECONECT - OLT HW X15,Line Conect,OLT Huawei,name_unique,170.150.139.249,170.150.139.249,2862,2862,sgpsgp,sgpsgp,True,True,olt,False
1f50c29e-a4e7-488c-85d1-397793ebbed5,CONECT FIBRA - SW HW 5720 - ARTHUR/PARATIBE,Conect Fibra,Switch Huawei,name_unique,172.22.10.2,172.22.10.2,22,22,conect,conect,False,False,switch,False
5b957de2-5df0-455e-a037-50dc94af8f8c,AF TELECOM - SW HW 5732 - JANGA,AF Telecom,Switch Huawei,name_unique,179.51.150.14,179.51.150.14,22783,22783,ajust,ajust,False,False,switch,False
6bae3318-16ff-4d88-a65a-e963933a92af,CCR 1036 ARENA,GL Soluções,MikroTik RouterOS,ip+kind,45.191.105.175,45.191.105.175,22185,5559,ajust,ajust,False,False,router,True
73ca63a7-d456-46f2-94cb-bb92576714b4,CCR 2004 JAGUARIBE,JRNet,MikroTik RouterOS,ip+kind,168.194.13.248,168.194.13.248,22552,8989,ajust,ajust,False,False,router,True
5bd117c8-1bb4-43ad-8065-e874f10ba6b0,SOFIANET - SW HW - OLINDA,SofiaNet,Switch Huawei,name_unique,192.168.251.2,192.168.251.2,22,22,sofianet,sofianet,False,False,switch,False
3607cd48-fede-4f50-9a78-e80d81698efb,I4 TELECOM - ROUTER - HW NE8000 AUT/BORDA,I4 Telecom,Router Huawei,name_unique,45.187.168.3,45.187.168.3,53267,53267,ajust@i4,ajust@i4,False,False,router,False
f6953fdd-4e35-4f51-9d08-e3b187cf825e,CCR1036 - CGNAT,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.10.1,177.125.10.1,2223,65443,ajust,ajust,False,False,router,True
1be571ba-898f-4070-bfdd-cfefe84eb93a,CCR1009 - VPLS CANGAS,Infotel,MikroTik RouterOS,ip+kind,170.150.136.56,170.150.136.56,26140,8230,ajust,ajust,False,False,router,True
5c0587d9-2248-472a-a22f-a128c8806b8c,MAXIMANET - OLT HW - ESCADA,Maxima Net,OLT Huawei,name_unique,45.164.8.10,45.164.8.10,23564,23564,sgpsgp,sgpsgp,True,True,olt,False
5de4907a-53bc-4dc1-9d6f-9407e9f6a1d3,SW-BKB-LIMOEIRO,PlanaltoNet,Switch Huawei,ip+kind,10.200.50.1,10.200.50.1,22,22,ajust,ajust,False,False,switch,False
2a94824e-ae8e-4bf9-a266-0ac311890112,Borda e Autenticador G5 Barra de Jangada,G5 - Barra de Jangada,MikroTik RouterOS,ip+kind,128.201.76.176,128.201.76.176,15422,5895,ajust,ajust,False,False,router,True
5f5abe47-8017-4396-8ff8-54bd0c3c5ae4,UP CONNECT FIBRA - SW HW S6730 - MANGUEIRA,UP Connect Fibra,Switch Huawei,name_unique,172.16.144.1,172.16.144.1,22,22,connect,connect,False,False,switch,False
74ff9153-73a7-4ef2-8acb-63ca9f84024a,VOO TELECOM - ROUTER - HW NE8000 BORDA -  JABOATAO ( SUCUPIRA ),Voo Telecom,Router Huawei,name_unique,187.62.77.1,187.62.77.1,22,22,ajustconsulting,ajustconsulting,False,False,router,False
5fd88326-e8a0-4435-a956-41b8ae37ecae,MCNET - OLT HW,MCNet,OLT Huawei,name_unique,45.164.10.128,45.164.10.128,45100,45100,sgpolt,sgpolt,True,True,olt,False
518b393f-ba73-4952-9b9b-5ccb52c4014a,ULTRANET - OLT FIBERHOME - RAPOSA,UltraNet,OLT FiberHome,name_unique,192.141.107.26,192.141.107.26,23,23,GEPON,GEPON,True,True,olt,False
60165dfb-8c89-44f4-a9f7-0327a88f6309,PONTE DIGITAL - SW HW - CANDEIAS,Ponte Digital,Switch Huawei,name_unique,10.200.150.3,10.200.150.3,22250,22250,ajust,ajust,False,False,switch,False
62ce3fe6-1b7c-44ac-847e-4e0e9315448d,SOFIANET - SW HW - PE22,SofiaNet,Switch Huawei,name_unique,192.168.253.2,192.168.253.2,22,22,sofianet,sofianet,False,False,switch,False
64ebf04f-91c2-4463-b412-4492a2a33092,PIX FIBRA - OLT HW - IGARASSU-SARAMANDAIA,Pix Fibra,OLT Huawei,name_unique,172.16.0.10,172.16.0.10,22,22,ajust@emfibra,ajust@emfibra,False,False,olt,False
d01ceeeb-994f-4da7-8b80-b5692d1e5daf,RB 4011 Marupiara,Rio Net,MikroTik RouterOS,ip+kind,45.162.225.194,45.162.225.194,22875,8259,ajust,ajust,False,False,router,True
3627fa26-902c-466c-8856-b8505b1d0a6b,OLT-OLD_RioNet_Rio Doce,I4 Telecom,OLT Huawei,ip+kind,45.187.170.54,45.187.170.54,23088,23088,ajustconsulting,ajustconsulting,True,True,olt,False
031ca09b-d2fb-4746-a433-4582d4bffe28,VOO TELECOM - ROUTER - HW NE8000 AUT - JABOATAO/BOMBA DO HEMETERIO,Voo Telecom,Router Huawei,name_unique,10.72.13.254,10.72.13.254,22022,22022,ajustconsulting,ajustconsulting,False,False,router,False
6531dc02-6f31-4784-8f4f-c4581efa3001,FLASHNET - SW CORE-TEJIPIO,FlashNet,Switch Huawei,name_unique,10.99.88.14,10.99.88.14,53276,53276,flashnet,flashnet,False,False,switch,False
66f05c2f-a71a-438d-ab70-91efacfa1bfc,GRUPO FLASH - OLT HW - BEIRA MAR,Grupo FlashNet ( IBTelecom ),OLT Huawei,name_unique,170.79.170.138,170.79.170.138,23088,23088,ajustconsulting,ajustconsulting,True,True,olt,False
b1d08f26-7c62-4c35-9873-04ad58807d0d,ECO TELECOM - ROUTER - HW NE8000 AUT/BORDA,Eco Telecom,Router Huawei,name_unique,45.71.170.2,45.71.170.2,26762,26762,ajustconsulting,ajustconsulting,False,False,router,False
a352c5b0-dcf7-4953-9b4b-be8fff79febf,RB 750R2 CONCENTRADOR STA EDWIGES,HomeNet,MikroTik RouterOS,ip+kind,179.49.144.4,179.49.144.4,22622,8291,ajust,ajust,False,False,router,True
15812443-f0c6-439a-85f1-96cff028c937,MAXIMANET - SW HW 6720 - CORE CABO,Maxima Net,Switch Huawei,name_unique,45.164.8.24,45.164.8.24,22653,22653,ajustconsulting,ajustconsulting,False,False,switch,False
5cef2faf-ef09-400f-b107-a237635a07ec,SW-BKB-LAGOA-DO-CARRO,PlanaltoNet,Switch Huawei,ip+kind,10.200.20.1,10.200.20.1,22,22,ajust,ajust,False,False,switch,False
68ad3950-6193-43e7-99a4-a7b8b4413299,UMTELECOM - OLT HW - OLINDA,Um Fibra,OLT Huawei,name_unique,10.40.39.13,10.40.39.13,22,22,sgp-radius,sgp-radius,False,False,olt,False
6d2fd042-06cc-43ee-9670-7be36658489c,MEGANET - OLT HW - MONTE,Meganet,OLT Huawei,name_unique,45.176.56.240,45.176.56.240,23434,23434,root,ajustconsulting,True,True,olt,True
6f977f2c-2a22-441f-99be-12c304074d90,RIONET - SW HW 5720 - OCAPORAN*,Rio Net,Switch Huawei,name_unique,45.162.224.126,45.162.224.126,22022,22022,rionet,rionet,False,False,switch,False
708b33ad-694f-41e7-96ea-73ad15ba98a2,GRUPO FLASH - OLT HW - JAGUARANA,Grupo FlashNet ( IBTelecom ),OLT Huawei,name_unique,170.79.170.134,170.79.170.134,23051,23051,sgpacesso,sgpacesso,True,True,olt,False
716d3236-57ae-4d9f-9bf8-9a9cb96dbe58,MOND TELECOM - OLT HW - CDU HWNET,Mond Telecom,OLT Huawei,name_unique,45.164.181.192,45.164.181.192,2211,2211,jairopessoa,jairopessoa,True,True,olt,False
319e947d-2da6-439f-b7de-3acc5b628f95,UMTELECOM - OLT HW - BONGI,Um Fibra,OLT Huawei,name_unique,10.40.39.22,10.40.39.22,22,22,sgp-radius,sgp-radius,False,False,olt,False
71730293-5937-41c9-acae-97102fb28b1d,INFOTEL - SW HW S5720 - PXC,Infotel,Switch Huawei,name_unique,10.150.137.8,10.150.137.8,26504,26504,ajust,ajust,False,False,switch,False
f6c4e544-56db-470e-ace7-6aa871034686,GERENCIA AGILITY,TC+ Fibra (Agility),MikroTik RouterOS,ip+kind,164.163.20.78,164.163.20.78,15422,5895,ajust,ajust,False,False,router,True
71c7473a-14bf-49c4-ae4a-958069ae03bc,MULTNET - OLT HUAWEI - CURADO,MULTNET,OLT Huawei,name_unique,45.235.0.42,45.235.0.42,8655,8655,ajustconsulting,ajustconsulting,False,False,olt,False
1984d653-2717-4b81-aad9-6ec53385d08b,FLASHNET - SW CORE-IPSEP 01,FlashNet,Switch Huawei,name_unique,10.99.88.4,10.99.88.4,53276,53276,flashnet,flashnet,False,False,switch,False
72ae3d07-f9cd-4dce-aafa-870505167606,MAXIMANET - SW HW 5720 - ESCADA,Maxima Net,Switch Huawei,name_unique,45.164.8.24,45.164.8.24,45994,45994,ajust,ajust,False,False,switch,False
2525a014-6337-4b1a-a72e-cc6911ff48fd,Concentrador Gamba CCR 1009,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.8.94,177.125.8.94,2223,65443,ajust,ajust,False,False,router,True
731fb4ce-7486-4412-8afb-424495e9b054,PONTE DIGITAL - SW HW - CORE 6730,Ponte Digital,Switch Huawei,name_unique,10.200.150.4,10.200.150.4,22250,22250,ajust,ajust,False,False,switch,False
0dd115ba-ca99-47eb-a961-cf6691410c07,CCR2116 - CARNE DE VACA,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.8.234,177.125.8.234,2223,65443,ajust,ajust,False,False,router,True
7388a76f-c708-4182-886c-e39c5c3669cf,FORTNET - OLT HW,Forte Net,OLT Huawei,name_unique,168.194.15.78,168.194.15.78,2389,2389,ajustconsulting,ajustconsulting,True,True,olt,False
73f17bc3-5f25-49d0-9549-4aa6baa93e95,UMTELECOM - OLT FIBERHOME - CENTRO,Um Fibra,OLT FiberHome,name_unique,10.40.39.5,10.40.39.5,23,23,noc,noc,True,True,olt,False
7984fa9d-ee22-4f3a-9ceb-b84190735710,Ccr hEX Esc Acau,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.8.165,177.125.8.165,2223,65443,ajust,ajust,False,False,router,True
1a49eaed-9118-413f-a703-2b6762c911e6,TC+FIBRA - SW HW 5700 - ITAMARACA,TC+ Fibra (Agility),Switch Huawei,name_unique,164.163.20.78,164.163.20.78,2296,2296,ajustconsulting,ajustconsulting,False,False,switch,False
772102fe-69c1-4dd5-935a-a9516107f40d,FLASHNET - SW CORE-JABOATAO,FlashNet,Switch Huawei,name_unique,10.99.88.13,10.99.88.13,53276,53276,flashnet,flashnet,False,False,switch,False
788e175c-a47d-4fe0-881b-0a3bee81dae4,ULTRANET - SW HW 6730 - CORE - PINDAI,UltraNet,Switch Huawei,name_unique,192.141.106.6,192.141.106.6,22852,22852,ultranet,ultranet,False,False,switch,False
789e1023-4231-4442-8091-3c52fde54e42,FLASHNET - SW ACESSO-AURORA,FlashNet,Switch Huawei,name_unique,192.168.4.16,192.168.4.16,53276,53276,flashnet,flashnet,False,False,switch,False
1c37aeeb-557f-419f-be00-f7b9eef2d26a,CCR 1036 - GERENCIAMENTO,INET,MikroTik RouterOS,ip+kind,177.71.83.255,177.71.83.255,15422,8291,ajust,ajust,False,False,router,True
14b269fa-d8fd-4be9-abc2-1468a7959abf,CCR1036 - AUT OLINDA,Mood,MikroTik RouterOS,ip+kind,170.79.169.168,170.79.169.168,15422,5895,ajust,ajust,False,False,router,True
01c53628-bd4a-4505-bd67-dedd2dac2a34,RB 2011 - COMERCIAL BEZERRA - PE 15,FlashNet,MikroTik RouterOS,ip+kind,170.79.169.90,170.79.169.90,15422,5895,ajust,ajust,False,False,router,True
7c405134-30e7-4e81-abb6-80bc75edeba1,INFOTEL - SW DM 4380 - SILVANOPOLIS,Infotel,Switch Datacom,name_unique,10.10.10.127,10.10.10.127,22,22,ajust,ajust,False,False,switch,False
821b54c2-eba5-4726-90d0-83109f0a7b98,PIX FIBRA - SW DM 4270 - POP TOTO,Pix Fibra,Switch Datacom,name_unique,172.31.255.34,172.31.255.34,22,22,ajust,ajust,False,False,switch,False
83ccae75-b41d-43cd-897c-23a9926251c3,MOOD TELECOM - OLT HW - MANGUABEIRA PB,Mood,OLT Huawei,name_unique,187.17.136.128,187.17.136.128,22011,22011,sgpsgp,sgpsgp,False,False,olt,False
85f346d4-8d1d-410c-a1fe-7337fdfa7131,PGI TELECOM - OLT HW - ACAÚ,PGI Telecom,OLT Huawei,name_unique,10.20.8.253,10.20.8.253,23232,23232,ajustconsulting,ajustconsulting,True,True,olt,False
870a4f9c-2fe3-4ded-aa4a-2e50a45efdf1,MAXIMANET - OLT HW - GAIBU,Maxima Net,OLT Huawei,name_unique,172.16.134.12,172.16.134.12,2211,2211,sgpsgp,sgpsgp,False,False,olt,False
87514aec-3d98-43e4-aa83-0ef8938513d7,NEW CONNECT - SW HW 5720 - LOTE 92,New Connect,Switch Huawei,name_unique,1.2.1.9,1.2.1.9,22,22,ericcastro,ericcastro,False,False,switch,False
8aae5e46-8c5d-4cdc-b26d-0a6612ab947f,GRUPO FLASH PB - OLT HW - RIO TINTO,Grupo FlashNet PB,OLT Huawei,name_unique,177.221.47.5,177.221.47.5,23233,23233,root,root,True,True,olt,False
8b0f0c45-7e5e-4bd2-a975-48900f689f50,GRUPO FLASH - OLT HW - MARANGUAPE 1,Grupo FlashNet ( IBTelecom ),OLT Huawei,name_unique,170.79.169.206,170.79.169.206,23088,23088,sgpsgp,sgpsgp,True,True,olt,False
